id,en,jp,trans
0-chapter_name,,第72章　騒乱のアガスティア,第72章 混乱的阿加斯提亚
0-synopsis,,アガスティアに到着したフリーシアはオルキスを連れ、寂れた廃墟を訪れる。そこにはかつてリアクターの初期の被験者となり精神を抜き取られ廃人と化した兵士達が居り、フリーシアが自身から立ち上る禍禍しい瘴気をその兵士達へ注ぎ込むと、瘴気を得た兵士達は操り人形のように動き出すのだった。,抵达阿加斯提亚的芙莉西雅和欧尔姬丝，来到了一处寂静的废墟。那里曾经是芙莉西雅过去最早进行反应器精神剥离实验的地方，躺满了因实验而变成活死人的士兵。芙莉西雅将自己身上散发出的不祥瘴气注入到士兵体内，士兵们便像牵线人偶一般动了起来。
1,,…………,…………
2,,…………,…………
3,,<span class='scene-font-place'>メフォラシュ</span><span class='scene-font-katari'>の宮殿より誘拐され、</span><br><span class='scene-font-place'>アガスティア</span><span class='scene-font-katari'>へと連れてこられた</span><br><span class='scene-font-katari'>オルキス。</span>,欧尔姬丝从<span class='scene-font-place'>美佛拉修</span>的王宫中<br>被绑架到了<span class='scene-font-place'>阿加斯提亚</span>。
4,,<span class='scene-font-katari'>しかし、オルキスを連れたフリーシアは、</span><br><span class='scene-font-katari'>指定したタワーではなく、</span><br><span class='scene-font-katari'>とある薄暗い、寂れた廃墟を訪れていた。</span>,但是芙莉西雅却把她带到了<br>某处昏暗的废墟，<br>而不是之前约定的塔中。
5,,ここは……？,这里是？
6,,黙りなさい。<br>喉を潰されたいのですか。,闭嘴，<br>不听话就毁了你的喉咙。
7,,っ……,唔……
8,,<span class='scene-font-katari'>その瞳に爛々と狂気を湛え、</span><br><span class='scene-font-katari'>フリーシアはオルキスを引っ張り、</span><br><span class='scene-font-katari'>廃墟の奥へと進んでいく。</span>,芙莉西雅眼中的疯狂熊熊燃烧，<br>带着欧尔姬丝来到了废墟的深处。
13,,<span class='scene-font-katari'>暗闇に目が慣れ、目を凝らすと、</span><br><span class='scene-font-katari'>オルキスの眼前に、</span><br><span class='scene-font-katari'>異様な光景が広がる。</span>,习惯了暗处之后，<br>一幅异样的光景映入<br>欧尔姬丝的眼帘。
14,,<span class='scene-font-katari'>廃墟の床には、</span><br><span class='scene-font-katari'>鎧を着た兵士達が幾重にも積み重なり、</span><br><span class='scene-font-katari'>無造作に放置されていた。</span>,废墟的地板上，<br>诸多士兵被杂乱地“堆积”在那里。
15,,これは……<br>こ、この人達……<br>まさか……！,这是……<br>这些人……<br>难道是！
