id,name,text,trans
0-chapter_name,,第4話 調理実習,第4話 調理実習
0-synopsis,,調理を始める親子達。アリーザとナルメア親子が息ぴったりで順調に進める一方、クラリス親子は料理への錬金術の使用で揉め、アンスリア親子はどんなスープを作るかが全く決まらない。そんな厨房の様子を窺っていた姬塔達は、料理に期待と不安を抱きつつ、料理に参加できなかったエキドナを気遣い、食堂の方の準備をみんなでしようと動き始めるのだった。,調理を始める親子達。アリーザとナルメア親子が息ぴったりで順調に進める一方、クラリス親子は料理への錬金術の使用で揉め、アンスリア親子はどんなスープを作るかが全く決まらない。そんな厨房の様子を窺っていた姬塔達は、料理に期待と不安を抱きつつ、料理に参加できなかったエキドナを気遣い、食堂の方の準備をみんなでしようと動き始めるのだった。
9,ラルナ,さすがこれだけの規模の艇の厨房……\n食材が選り取り見取りで\n目移りしちゃう。,さすがこれだけの規模の艇の厨房……\n食材が選り取り見取りで\n目移りしちゃう。
10,ナルメア/娜尔梅亚,下ごしらえする時間はないから、\nあんまり凝ったものはだめだよ？,下ごしらえする時間はないから、\nあんまり凝ったものはだめだよ？
11,ラルナ,大丈夫。少し見た目を工夫するとか、\nそれぐらいに留めるわ。,大丈夫。少し見た目を工夫するとか、\nそれぐらいに留めるわ。
12,ラルナ,皆さんはあまり気にせず、\n普段通りにお料理して大丈夫よ。,皆さんはあまり気にせず、\n普段通りにお料理して大丈夫よ。
13,ラルナ,あと、もし何か困ったことがあったら、\nすぐに私かナルメアに声をかけてね。,あと、もし何か困ったことがあったら、\nすぐに私かナルメアに声をかけてね。
14,,そんなラルナの一言で、\n各親子は調理をスタートさせた。,そんなラルナの一言で、\n各親子は調理をスタートさせた。
15,ナルメア/娜尔梅亚,お母さんの飾り切り、\n相変わらずすごいね……,お母さんの飾り切り、\n相変わらずすごいね……
16,ラルナ,ちょっと手先が器用なだけよ。\nナルメアだって剣術くらい修業すれば\nすぐにできるようになるわ。,ちょっと手先が器用なだけよ。\nナルメアだって剣術くらい修業すれば\nすぐにできるようになるわ。
17,ナルメア/娜尔梅亚,う、うーん……お野菜や果物を\n動物みたいな形に切るのは、\nさすがに……,う、うーん……お野菜や果物を\n動物みたいな形に切るのは、\nさすがに……
18,ラルナ,ふふ……なら今日はお母さんの手元を\nよく見ていて。きっとナルメアだって\nできるようになるから。,ふふ……なら今日はお母さんの手元を\nよく見ていて。きっとナルメアだって\nできるようになるから。
