id,name,text,trans
0-chapter_name,,炎天、醍醐味を知る,炎天，知其真髓
0-synopsis,,カツウォヌスを追いかけ、沖まで来たアトゥムと少年は、舟の上で早速釣り糸を垂らす。アトゥムは少年に教えられるうちに、釣りを「よき遊興」と言うまでになった。しかしカツウォヌスの攻撃により舟が転覆、アトゥムと少年は海に落ちてしまう。互いに助け合い舟の上に戻ったふたりだったが、今度は舟を破壊せんと、カツウォヌスの群れが現れるのだった。,阿图姆与少年追着鲣鱼来到外海，立刻从船上抛下钓线。阿图姆在少年的指导下，逐渐认为钓鱼是一项「不错的消遣」。然而，鲣鱼的攻击导致船体倾覆，阿图姆与少年落入了海中。两人相互扶持回到船上，但这次，出现了一群鲣鱼前来破坏他们的船只。
1,アトゥム,奴が飛び跳ねたのは\nこの辺りだったか……,那家伙跃出水面的地方\n是这附近吗……
2,少年,ねぇ！\nさっきの力はなんなの！？,喂！\n刚才那种力量是怎么回事啊！？
3,アトゥム,私は星晶獣だ。\nあの程度、造作もない。,我是星晶兽。\n那种程度，不值一提。
4,少年,ほえ～……,哇唉～……
5,少年,いやいや！\nあんな風にスピード出せるんだったら、\n最初っからやってよ！,不对不对！\n既然能够像那样加速，\n你从一开始就那么做啊！
6,アトゥム,漕げとは言われたが、\n力を使えとは言われなかったからな。,你只说了让我划船，\n可没说让我使用力量。
7,少年,う～～～～腹立つぅ！,唔～～～～真气人！
8,アトゥム,口よりまず、手を動かせ。\n目的を見失うな。,与其动嘴，不如动手。\n别迷失了目标。
9,,アトゥムの指摘ももっともであると\n少年は気を取り直して、\n釣り糸を海に垂らす。,少年觉得阿图姆说的也有道理，\n于是重新振作精神，\n将钓线垂入海中。
10,,しかし、糸はピクリとも動かぬまま、\n暫しの時が過ぎた。,然而，钓线纹丝不动，\n时间就这样过去了一阵。
11,アトゥム,飽いた。\nいつまで待てばいい？,等腻了。\n到底要等到什么时候？
12,少年,そう焦んないの。\nこうして待つのも\n釣りの醍醐味のひとつなんだから。,别那么着急嘛。\n像这样等待\n也是钓鱼的乐趣之一啊。
13,アトゥム,…………,…………
14,少年,それにね。\n僕は今、ただ糸を\n垂らしているだけじゃないんだ。,再说了。\n我可不是垂下钓线之后\n就干等着。
15,少年,ほら、浮きを見て。こうしてさ……\n小刻みに釣竿を動かして、\nカツウォヌスを誘ってるんだよ。,你看浮标。像这样……\n轻轻抖动鱼竿，\n我正在引诱鲣鱼上钩呢。
16,アトゥム,ふむ、駆け引きをしているのか。\n敵が強大であればあるほど\n血が滾るのもわかるが……,哼，原来是在进行博弈吗。\n我能理解敌人越强大\n就越令人热血沸腾……
17,アトゥム,ひとつ、解せないことがある。,但有一点，我无法理解。
18,アトゥム,わざわざ釣り上げなくても\n銃や槍で奴を仕留めた方が\n手っ取り早いのではないか？,与其费劲钓上来，\n用枪或矛直接击杀\n不是更快捷吗？
19,少年,うっわ！　なに言ってんの！？\n僕らがやってんのは釣りだよ！\n武器なんか使っちゃダメだってば！,哇！ 你在说什么啊！？\n我们这是在钓鱼啊！\n不能用武器啦！
20,アトゥム,どんな手段を講じようが\n最終的には食べるのだろう？\nならば時間短縮にもなると思うが。,无论用什么手段，\n最终不都是为了吃吗？\n我觉得那样更能节省时间。
21,少年,確かに最後は\nおいしく食べるんだけどさ……\nそれもこれも釣ってナンボなんだよ。,最后确实是要\n吃了它没错……\n但前提是先得钓上鱼来才有意义啊。
22,少年,釣竿一本でカツウォヌスを釣り上げる。\nそれこそ釣りの一番の醍醐味だからね！,只用一根钓竿钓起鲣鱼。\n那才是钓鱼最大的乐趣所在啊！
23,アトゥム,…………,…………
24,,理解に苦しむアトゥムが\n首を傾げたその時、\n少年の釣竿が強くしなる。,正当阿图姆歪头不解时，\n少年的鱼竿猛地弯了下去。
25,少年,うぐぐぐ……\nこの手応え、カツウォヌスだ……！\nお、お兄ちゃん……力を貸して！,唔——……\n这手感，是鲣鱼……！\n大、大哥哥……帮我一把！
26,アトゥム,そのために来ている。,我就是为此而来的。
27,,力任せに釣竿を引けば、糸が切れる。,如果光靠蛮力拉竿，线会崩断。
28,,アトゥムは先程の二の舞にならぬように\n注意を払いながら、\n少年の後ろから釣竿を握る。,阿图姆为了避免重蹈覆辙，\n小心翼翼地\n从少年身后握住钓竿。
29,アトゥム,…………,…………
30,少年,そうそう……\nそのままゆっくり力を込めて……,没错没错……\n就这样慢慢用力……
31,アトゥム,童が言った通りだ。この釣竿を通し、\nカツウォヌスの動きが感じられる……,正如这小子所言。我能通过这根钓竿，\n感受到鲣鱼的动向……
37,アトゥム,押しては引いて……\n時には旋回するか……,时而拽紧，时而放松……\n有时还会旋转吗……
38,アトゥム,戦闘における駆け引きに\n似ていなくもない。,与战斗中的博弈\n倒也有几分相似。
41,アトゥム,逃がしはしない。,我不会让你逃掉的。
42,カツウォヌス,────！,────！
43,アトゥム,（頼りになるのは、\n釣竿から伝わる手応えと\n己の直感のみということか）,（能够依靠的只有\n从钓竿上传来的手感\n和自己的直觉吗）
44,アトゥム,釣りとは……よき遊興だな。,钓鱼……还真是种不错的消遣。
45,少年,しっ……！,嘘……！
46,アトゥム,ん……？,嗯……？
47,少年,パッと……\n手応えが消えちゃったよね？,突然间……\n手感消失了呢？
48,アトゥム,あぁ、糸を切られた感覚はなかった。\nにもかかわらず、気配が消えたか。,嗯，没有线被咬断的感觉。\n尽管如此，气息却消失了。
49,アトゥム,どこだ……\nどこに潜んでいる？,在哪……\n藏在什么地方？
52,少年,うわあ！,哇啊！
53,アトゥム,舟の下か。,在船下面吗。
55,アトゥム,む？,唔？
61,,カツウォヌスに真下から突き上げられ、\n舟が転覆すると同時に、\nふたりは海へ放りだされてしまう。,被鲣鱼从正下方顶起，\n船体倾覆的同时，\n两人也被抛入海中。
63,少年,ぶはっ……！,噗哈……！
64,少年,くそー\nあともう少しだったのに……！,可恶——\n明明就差一点了……！
65,少年,あれ？\nお兄ちゃん……？,咦？\n大哥哥……？
68,アトゥム,海は初めてでな。\n泳ぎも釣りも……ましてや舟など。,我是第一次来海边。\n游泳和钓鱼也都是第一次……\n更别说划船了。
71,少年,…………！,…………！
75,少年,（お兄ちゃん！\n今助けにいくからね……！）,（大哥哥！\n我现在就来救你……！）
81,アトゥム,ぶくぶくぶくぶく……,咕嘟咕嘟咕嘟咕嘟……
82,アトゥム,（さて、どうしたものか……）,（那么，现在该如何是好呢……）
84,少年,（うっそ！\n真顔のまま沈んでってる……\nなんか怖いんだけど……）,（不是吧！\n一脸淡定地往下沉……\n感觉有点吓人啊……）
87,カツウォヌス,────！,────！
88,少年,（ヤバい…………）,（糟了…………）
