id,name,text,trans
0-chapter_name,,雲外蒼天,云外蓝天
0-synopsis,,マーリンが魔術工房に籠って丸一日経った頃。報せを受け工房に駆けつけたモルドレッドはクルスと再会するも、「ユーウェイン」と呼ばれショックを受ける。マーリンが懸念していた通り、クルスは一命を取り留めたものの、魂に負った傷の影響で記憶や感情が欠落してしまっていた。それでも生きていてくれただけで十分だと自分に言い聞かせ、モルドレッドは心に浮かぶ苦い思いを押し殺すのだった。,当梅林将自己关在魔术工房中整整一天后。莫德雷德收到消息赶往工房，与库鲁斯重逢，却因被对方称作「尤文」而深受打击。正如梅林所担心的那样，库鲁斯虽然保住了性命，但灵魂所受的创伤导致他丧失了记忆与情感。即便如此，莫德雷德告诉自己只要他活着就好，压抑着心中涌起的苦涩情绪。
1,,クルスの魂の状態を確認すべく、\nマーリンが魔術工房に籠り、\n丸一日が過ぎた頃。,为了确认库鲁斯灵魂的状态，\n梅林将自己关在魔术工房中\n过了整整一天。
4,マーリン/梅林,……ユーウェイン様。,……尤文大人。
5,,微かに聞こえる足音に\nマーリンが顔を上げた瞬間、\n扉が勢いよく開かれた。,梅林隐约听到脚步声\n而抬起头来的瞬间，\n房门被猛地推开了。
6,モルドレッド/莫德雷德,マーリン！\nクルスが目を覚ましたって\n本当か！？,梅林！\n听说库鲁斯醒过来了\n是真的吗！？
7,マーリン/梅林,はい。\n言語による意思疎通も、\n基本的には問題ありません。,是的。\n要通过语言进行沟通\n也基本上没有问题了。
8,マーリン/梅林,しかし……,不过……
9,モルドレッド/莫德雷德,なんだよ？　もしかして、\n体調があんまりよくないとか？,怎么了？难道说，\n他身体状况不太好吗？
10,マーリン/梅林,いえ、そういうわけでは……,不，并非如此……
11,モルドレッド/莫德雷德,目が覚めたばっかりだし、\nそんなに長い時間\n居座る気はないから。,他刚醒过来，\n我也不会待太久的。
12,モルドレッド/莫德雷德,頼むよ、マーリン。\nクルスに会わせてくれ。,拜托了，梅林。\n让我见见库鲁斯吧。
13,,モルドレッドの懇願するような\n目に見つめられたマーリンは、\nしばしの沈黙のあと細く息を吐いた。,被莫德雷德那近乎恳求的目光注视，\n梅林沉默片刻后，轻轻叹了口气。
14,マーリン/梅林,……わかりました。\nこちらへどうぞ。,……我明白了。\n请这边走。
15,,モルドレッドを工房の奥へと案内した\nマーリンは、僅かに躊躇いつつも\n仕切り代わりのカーテンを開く。,梅林将莫德雷德引向工房深处，\n他虽稍有犹豫，\n但还是拉开了充当隔断的帘幕。
16,クルス/库鲁斯,…………,…………
17,モルドレッド/莫德雷德,っ！　クルス！,啊！ 库鲁斯！
19,クルス/库鲁斯,…………？,…………？
20,モルドレッド/莫德雷德,目が覚めてよかった……\nもう体は平気か？　クルス。,你醒过来真是太好了……\n身体还好吗？库鲁斯。
21,クルス/库鲁斯,クルス……,库鲁斯……
22,モルドレッド/莫德雷德,……？　どうしたんだ？,……？怎么了？
23,クルス/库鲁斯,……それが俺の名前か？,……那是我的名字吗？
24,モルドレッド/莫德雷德,……は？\nおい、なに言ってんだよ。\n冗談にしちゃ笑えねぇぞ。,……啊？\n喂，你在说什么啊。\n这玩笑可一点都不好笑。
25,クルス/库鲁斯,……わからない。,……我不知道。
26,クルス/库鲁斯,……だが、お前の名前は聞いていた。\nユーウェイン“様”、だろう？,……但我听见了你的名字。\n你是尤文「大人」，对吧？
27,モルドレッド/莫德雷德,違……オレ、は……！,不……我、是……！
28,モルドレッド/莫德雷德,（「クルス」は\nそんな風にオレを呼んだりは……）,（「库鲁斯」从来不会\n那样称呼我……）
29,,見つめてくるまっさらな瞳に、\n思わず喉まで出かかった言葉と感情を\nモルドレッドはぐっと呑み込む。,面对那双凝视着自己的、一片空白的眼眸，\n莫德雷德将涌上喉头的话语和情绪\n硬生生咽了回去。
30,クルス/库鲁斯,……違う？\nマーリン様が、そう呼ぶのが\n聞こえたからてっきり……,……不是吗？\n因为我听到梅林大人\n那样称呼你，所以以为……
31,クルス/库鲁斯,……ユーウェインは、\nお前の名前じゃないのか？,……尤文不是你的名字吗？
32,クルス/库鲁斯,なら……お前は誰だ？,那……你是谁？
33,モルドレッド/莫德雷德,オレは……\nオレは、モルドレッドだ。\nオマエもそう呼んでた。,我是……\n我是莫德雷德。\n你以前也是这么叫我的。
34,クルス/库鲁斯,モルドレッド……？\n……そうか。わかった。,莫德雷德……？\n……是吗。我知道了。
35,モルドレッド/莫德雷德,なぁ、クルス……\n本当に、なにもわからないのか？,我说，库鲁斯……\n你真的什么都不记得了吗？
36,クルス/库鲁斯,…………,…………
37,モルドレッド/莫德雷德,……そっか。,……这样啊。
43,モルドレッド/莫德雷德,初期化ってつまり……\n全部忘れちまうってことか？,初始化……就是说\n他会把一切都忘掉吗？
44,マーリン/梅林,はい。\n彼がこれまで経験したこと、\n学んだ感情など……,是的。\n他至今为止所经历的一切、\n所学到的感情等等……
45,マーリン/梅林,全てが消えてしまう\n可能性はあります。,都有可能全部消失。
46,モルドレッド/莫德雷德,そりゃあ本音は、なんとかしろよって\n言いたいところだけど……\nオマエのせいじゃねぇしな。,虽然我内心确实希望你想办法解决……\n但这又不是你的错。
47,モルドレッド/莫德雷德,死んじまうんじゃなきゃ、\nとりあえずはいいってことにする。,既然他没有死，\n总之就算是好事吧。
53,モルドレッド/莫德雷德,（なんだよ、オレ。\n覚悟してたはずだろ）,（怎么回事啊我。\n不是早就做好觉悟了吗）
54,モルドレッド/莫德雷德,（生きてればいいって、\nオレが自分で言ったんじゃねぇか）,（只要活着就好，\n这不是我自己说的吗）
55,モルドレッド/莫德雷德,（なんにも覚えてなくても、\nこうして目を覚ましてくれたんだ。\n喜ぶべきなのに、なんで──）,（就算什么都不记得了，\n他还是像这样醒过来了。\n我明明应该高兴才对，为什么——）
56,モルドレッド/莫德雷德,（──なんでオレ、\nこんなにガッカリしてるんだ）,（——为什么我会这么失落）
57,マーリン/梅林,ユーウェイン様……,尤文大人……
58,マーリン/梅林,申し訳、ありません。\nクルスが魂に負った傷はやはり、\n彼の記憶に欠落をもたらすものでした。,非常、抱歉。\n库鲁斯的灵魂遭受创伤，\n终究还是导致了他的记忆缺损。
59,マーリン/梅林,生命維持には影響がありませんが、\n欠けた部分を補う術がなく……,虽然对维持生命没有影响，\n但没有办法弥补\n那些缺失的部分……
60,モルドレッド/莫德雷德,……謝んなよ。\nオマエのせいじゃねぇよ。,……别道歉啊。\n又不是你的错。
61,モルドレッド/莫德雷德,それに、オマエも言ってたじゃねぇか。\n全部消えちまうかもって。\nそれが現実になっただけだ。,而且，你之前已经说过了。\n可能会全部消失。\n只是现在变成了现实而已。
62,マーリン/梅林,…………,…………
63,,震える声で返すモルドレッドに、\nマーリンはそれ以上何も言えず\n押し黙る。,面对回答时声音颤抖的莫德雷德，\n梅林再也说不出任何话来，\n陷入沉默。
64,,重い沈黙がしばらく続いたあと、\nモルドレッドが大きく息を吐いた。,沉重的静默持续了片刻后，\n莫德雷德深深地呼出一口气。
65,モルドレッド/莫德雷德,……とにかく、オマエが\n目を覚ましてくれて安心した。,……总之，你能醒过来\n我就放心了。
66,クルス/库鲁斯,ああ、そうか。,嗯，这样啊。
67,モルドレッド/莫德雷德,今のオマエは知らないと思うけど、\nオレを庇ってくれたんだぜ。,虽然现在的你可能不记得了，\n你可是保护了我啊。
68,モルドレッド/莫德雷德,それで、オマエは\n深い傷を負って……,你就是因此受了重伤……
