id,name,text,trans
0-chapter_name,,人として、竜として,作为人类，作为龙族
0-synopsis,,姬塔達と共に実家を訪れたグレアは、養母のヘレフォードに本当の父・レンドラーヴェの真実について尋ねる。ヘレフォードはグレアの覚悟を知り、グレアの母・モーディの日記をグレアに手渡す。そこに記されていたのは、竜と人が交わることは竜族の禁忌であるという事実、そしてそれでもなお互いを愛し、諦められなかった両親の姿だった。,与姬塔一行人一同回到老家的古蕾雅，向养母赫莲福德询问关于亲生父亲伦德拉维的真相。赫莲福德了解古蕾雅的决心后，将古蕾雅的生母莫蒂的日记交给了她。日记中记载着龙族与人类融合乃是龙族禁忌这一事实，以及即便如此仍然彼此相爱、无法放弃对方的父母的身影。
2,,亡くなったと聞かされていた\n本当の父の夢を連夜\n見るようになったグレア。,古蕾雅那明明被告知已经去世的亲生父亲\n如今却夜夜出现在她的梦境中。
3,,本当に父は亡くなったのか。\n何故、突然父の夢を\n見るようになったのか。,父亲真的已经去世了吗？\n为何会突然开始\n梦见父亲呢？
8,,真実に至る手掛かりを探し、\nグレアは姬塔達と共に\n実家へと帰省していた。,为了寻找通往真相的线索，\n古蕾雅与姬塔一行人\n一同回到了老家。
9,使用人/佣人,お帰りなさいませ、お嬢様。\nお変わりないようで\n安心いたしました。,欢迎回来，大小姐。\n看到您别来无恙\n我就放心了。
10,グレア/古蕾雅,うん、ただいま。\nお母さんとお父さんは？,嗯，我回来了。\n妈妈和爸爸呢？
11,使用人/佣人,旦那様は、生憎商談のため\n数日前よりお出かけになられています。\n奥様は……,老爷不巧因商谈事宜\n数日前就外出了。\n夫人她……
13,？？？,お帰りなさい、グレア。\n元気そうで安心したわ。,欢迎回家，古蕾雅。\n看到你这么精神，我就放心了。
14,グレア/古蕾雅,ただいま。お母さんも\n元気だった？,我回来了。\n妈妈也还好吗？
15,？？？,ええ、変わりなく。,嗯，一切如常。
16,？？？,……そちらの方々は\n貴方のお友達かしら？,……那边几位\n是你的朋友吗？
17,グレア/古蕾雅,うん、そうだよ。\nこの人は姬塔さん。\n騎空団の団長なんだ。,嗯，是的。\n这位是姬塔。\n是骑空团的团长。
18,ヘレフォード,まぁ、騎空団の……\n私はヘレフォード。\n娘が世話になっております。,哎呀，骑空团的……\n我是赫莲福德。\n小女承蒙照顾了。
19,ルリア/露莉亚,はじめまして、ヘレフォードさん！\n私はルリアって言います！\nそれから、こっちが……,初次见面，赫莲福德女士！\n我叫露莉亚！\n然后，这位是……
20,ビィ/碧,オイラはビィって言うんだ！\nよろしくな！,我叫碧！\n请多关照！
21,ヘレフォード,…………！,…………！
22,ヘレフォード,赤い鱗の竜……\n……いえ、違うわ。\nあの国の竜とは別種ね。,红鳞的龙……\n……不，不对。\n和那个国家的龙是不同种类呢。
23,グレア/古蕾雅,お母さん……？,妈妈……？
24,,穏やかな雰囲気を一変させ、\nどこか怯えが混じる目でビィを見る\nヘレフォードに、グレアは首を傾げる。,赫莲福德突然改变一贯温和的态度，\n用带着几分畏惧的眼神看向碧。\n这让古蕾雅感到疑惑。
25,ヘレフォード,……いいえ。\n何でもありませんわ。,……不。\n没什么。
