id,name,text,trans
0-chapter_name,,人として、竜として,作为人类，作为龙族
0-synopsis,,竜の国に向かった一行。そこに竜王の使いを名乗る竜・レガトゥルムが現れ、半竜半人であるグレアが竜の力を真に受け入れられるかを見定める試練を課す。試練の中で、グレアは自分と同じ姿の影に襲われ応戦するも、それが己の中の竜の力であると気付き、竜の力も自分の一部だと受け入れる。グレアは試練を乗り越え、レガトゥルムは一行をレンドラーヴェのもとへ案内するのだった。,一行人前往龙之国。自称龙王使者的龙·雷加图姆出现，向半龙半人的古蕾雅施加考验，以鉴定她是否能够真正接纳龙之力。在考验中，古蕾雅遭到了与自身相同模样的黑影袭击并应战，但她意识到那正是自己体内的龙之力，于是承认龙之力也是自己的一部分。古蕾雅成功通过了考验，雷加图姆便将一行人带到了伦德拉维所在之处。
2,ビィ/碧,また竜が咆えてやがる……\nさっきより大きくなってるな。,又是龙的咆哮……\n声音比刚才更响了。
3,,竜の国がある火山の近くに降り立った\n姬塔一行は、聞こえてくる\n咆哮に思わず身を固くした。,姬塔一行人降落在龙之国所在的火山附近，传来的咆哮声让他们\n不由得绷紧了身体。
4,グレア/古蕾雅,…………,…………
5,ルリア/露莉亚,グレアさん、顔色があまり\n良くないみたいですけど……\nやっぱり、不安ですよね。,古蕾雅，你的脸色似乎不太好……\n果然还是有感到不安吧。
6,グレア/古蕾雅,ううん、不安とかじゃなくて……\nなんていうか、\n帰って来た、みたいな……,不，不是不安……\n该怎么说呢，有种\n「我回来了」的感觉……
7,グレア/古蕾雅,竜の血……のせいなのかな？\n全然知らない場所のはずなのに、\n懐かしい気がするんだ。,也许是龙之血……的缘故吧？\n明明应该是完全陌生的土地，\n却让我感到怀念。
8,,そう言って苦笑したグレアは、\n一度気持ちを静めるように\n大きく深呼吸する。,古蕾雅如此说着露出苦笑，\n仿佛要让心情平静下来般\n深深地吸了一口气。
9,グレア/古蕾雅,……よし。\nそろそろ行こうか。,……好。\n我们差不多该出发了。
10,ビィ/碧,おう！\n気ぃ引き締めて行こうぜ！,好！\n打起精神走吧！
11,ルリア/露莉亚,はい！\nグレアさんのお父さんを\n助けましょう！,嗯！\n我们一起去救\n古蕾雅的父亲吧！
12,,そう深く頷きあった一行が、\n竜の国に向かうべく一歩踏み出した\nその瞬間──,就在一行人彼此重重点头示意\n准备朝龙之国迈出步伐的\n那一瞬间——
14,ルリア/露莉亚,きゃあっ！！,呀啊！！
15,ビィ/碧,な、なんだぁ！？,什、什么啊！？
16,,突然頭上から竜の咆哮が聞こえたかと\n思うと、姬塔、ルリア、ビィの\n身体が宙高く持ち上げられる。,刚听到头顶传来龙的咆哮声，\n姬塔、露莉亚和碧的身体\n就被高高地举至空中。
17,,姬塔が慌てて見上げると\nそこにはグレアの尾や翼に似た\n特徴を持つ竜の姿があった。,姬塔慌忙抬头望去，只见那里有一头与古蕾雅的尾巴和翅膀特征相似的龙。
18,グレア/古蕾雅,みんな！！,大家！！
20,,姬塔達を助けようと\n拳を構えたグレアの前に\n一体の竜が降り立つ。,就在古蕾雅摆好架势\n准备营救姬塔一行人时，\n一头龙降落在了她的面前。
21,？？？,牙を収めなさい、\n禁忌の子よ。,收起你的獠牙，\n禁忌之子啊。
22,レガトゥルム,私はレガトゥルム。\n竜王に仕え、手足となって\n国を護るもの。,我是雷加图姆。\n侍奉龙王、成为其手足\n守护此国的存在。
23,レガトゥルム,お前が大人しく従うなら、\nその者達に手荒な真似はしないと\n約束します。我らが祖の名に誓って。,若你乖乖顺从，\n我承诺不会对那些人动粗。\n以我等先祖之名起誓。
24,ビィ/碧,おい！\nオマエ、急に出てきて\n何言ってやがる！！,喂！\n你突然冒出来\n胡说八道些什么！！
25,グレア/古蕾雅,待って、私達は貴方達に危害を\n加えるつもりはないの。\n私はただ……,等等，我们并没有\n加害你们的意思。\n我只是……
26,レガトゥルム,禁忌の子よ。\nお前がこの地を訪れた理由は\n既に知っている。,禁忌之子啊。\n你来访此地的理由，\n我等已经知晓。
27,レガトゥルム,情報を得たいのなら、\n大人しく我らに従った方が\n有益であると思いますが？,若想获取情报，\n乖乖听从我们\n对你来说应该更有益处吧？
