id,name,text,trans
0-chapter_name,,第4話 天司と役割,第4话 天司与角色
0-synopsis,,アズラエルを見失ったミカエルは、ガブリエル達に状況を共有し、手分けして捜索を行う。上官の責務が果たせなかったと悔やむミカエルに、ガブリエルは「古い役を演じる必要はない」と今のミカエルの答えを大切にするよう諭す。一方、街をあてどなく彷徨うアズラエルはサリエルと出会う。「サリたんも演技だったんだよねぇ」とアズラエルが言うと、サリエルはひとつ返答を残して、その場を去るのだった。,跟丢亚兹拉尔的米迦勒将情况告知加百列等人，随后众人分头展开搜寻。米迦勒懊悔自己未能尽到上司的责任，加百列则开导她「不必再扮演过去的角色」，要珍视如今的自己得出的答案。与此同时，漫无目的地徘徊在街头的亚兹拉尔遇见了沙利叶。当亚兹拉尔说「小沙利也是在演戏吧」，沙利叶留下一句回答，便离开了那里。
1,ミカエル/米迦勒,くっ……！\n見失ったか……！,唔……！\n跟丢了吗……！
4,,アズラエルを見失ったミカエルは、\nガブリエルのアトリエに向かう。,跟丢亚兹拉尔后，米迦勒前往了\n加百列的工作室。
10,,ガブリエル達に状況を共有すると、\nミカエル達は手分けをして\nアズラエルの捜索を開始した。,将情况告知加百列等人后，\n米迦勒一行便分头开始寻找亚兹拉尔。
11,ミカエル/米迦勒,アズラエル……\n一体どこに行ったんだ……,亚兹拉尔……\n你究竟去哪里了……
12,ガブリエル/加百列,目的地があるわけじゃないし、\nそう遠くへは行ってないと思うけど……,她应该没有什么目的地，\n我想不会走得太远……
13,ミカエル/米迦勒,……妾は上官失格だ。\nまた彼女達を傷つけてしまった。,……妾身不配做她们的上司。\n竟又一次伤害了她们。
14,ガブリエル/加百列,……ミカちゃんは、\n得体の知れない集団から\nアズちゃんを遠ざけたかったのよね？,……小米迦是想让小亚兹\n远离那个来历不明的团体，对吧？
15,ミカエル/米迦勒,……もぐら座は悪い連中ではない。\nだが不健全な集団なのは確かだった。,……鼹鼠座并非恶徒。\n但他们确实是一个不健全的团体。
16,ミカエル/米迦勒,現実から逃避し、地下に籠って……\n人ならざる者も混ざっていた。,逃避现实，躲在地下……\n其中还混有非人者。
17,ガブリエル/加百列,……気付いていたのね？\nアズちゃんとサリエルの事……,……你早就察觉到了吧？\n小亚兹和沙利叶的事……
18,ミカエル/米迦勒,たとえ天司の気配を隠していても、\nあれだけの時間を過ごせば、\nアズラエルもサリエルも判別できる。,就算隐藏了天司的气息，\n相处了那么久，妾身也能辨认出\n亚兹拉尔和沙利叶。
22,ミカエル/米迦勒,だが……\n妾は甘美な味わいに浸り、\n正体を見定めようとしなかった。,然而……\n妾身沉浸于那份甜美之中，\n不愿去辨明他们的真实身份。
23,ミカエル/米迦勒,アジュがアズラエルでなければいい。\nサリオがサリエルでなければいい──,只要亚珠不是亚兹拉尔就好。\n只要沙利欧不是沙利叶就好——
24,ミカエル/米迦勒,そう……\n願ってしまったのだ。,妾身竟然……\n许下了这样的愿望。
27,ガブリエル/加百列,…………,…………
28,ミカエル/米迦勒,……愚かだった。\n果たすべき責務から、\n妾は目を背けたのだ……！,……太愚蠢了。\n妾身竟逃避了\n自己本应履行的职责……！
29,,ミカエルが唇を噛み締めると、\n真っ赤な血がじわりと滲んだ。,米迦勒咬紧嘴唇，\n鲜红的血缓缓渗了出来。
30,ガブリエル/加百列,……“ミカエル”の\n“アズラエル“への考えは分かったわ。,……我明白“米迦勒”\n对“亚兹拉尔“的看法了。
31,ガブリエル/加百列,だけど、“ミカ”の\n“アジュ”への気持ちは？,可是，“米迦”\n对“亚珠”又是怎样的感情呢？
32,ミカエル/米迦勒,アジュへの……？,对亚珠的……感情？
33,ガブリエル/加百列,私達は役割から解放されたのよ。\n古い役を演じる必要なんてない。,我们已经从职责中解脱了。\n不必再扮演过去的角色。
34,ガブリエル/加百列,悩んでも苦しんでもいい。\nミカちゃんの答えを大切にして？,迷茫也好，痛苦也罢，都没关系。\n要珍视小米迦自己的答案，好吗？
35,ミカエル/米迦勒,…………,…………
41,,一方その頃、入り組んだ路地を\nあてもなく彷徨う影があった。,与此同时，有一道身影\n正漫无目的地徘徊在错综复杂的小巷中。
42,アズラエル/亚兹拉尔,…………,…………
45,サリエル/沙利叶,あ……,啊……
46,アズラエル/亚兹拉尔,あ……,啊……
47,サリエル/沙利叶,えっと……\nこんばんニャ？,那、那个……\n晚上好喵？
48,,偶然出会ったふたりは、\n立ち止まって言葉を交わす。,偶然相遇的两人停下脚步，\n交谈起来。
49,アズラエル/亚兹拉尔,……サリたんは、\nサリたんだったんだねえ。,……原来小利欧\n真的是小利欧啊。
50,サリエル/沙利叶,……ごめん。\nずっと黙っていて。,……对不起。\n一直瞒着你。
51,アズラエル/亚兹拉尔,サリたんは気づいてたの？\nミカエル様とアズの事……,小沙利早就发现了吗？\n米迦勒大人和亚兹的身份……
52,サリエル/沙利叶,……うん。\nでも調査のために言わなかった。,……嗯。\n但因为调查任务，我没有说。
53,サリエル/沙利叶,秘密の依頼だったんだ。\nあの地下がどんな場所なのか、\n悪い人はいないか調べていて……,这是秘密委托。\n我一直在调查那片地下空间是什么地方，\n有没有坏人……
54,サリエル/沙利叶,途中で偶然僕が穴に落ちて、\nそのまま潜入任務になった。,调查途中，我偶然掉进了洞里，\n便顺势开始了潜入任务。
55,アズラエル/亚兹拉尔,そっかあ……,这样啊……
56,アズラエル/亚兹拉尔,サリたんも役割で……\n演技だったんだよねえ。,小沙利也是因为职责……\n一直在演戏吧。
57,サリエル/沙利叶,…………,…………
58,サリエル/沙利叶,僕達は演技が下手だ。,我们都不擅长演戏。
59,サリエル/沙利叶,アント役は……\nすごく難しかった。,扮演安东……\n真的非常困难。
60,アズラエル/亚兹拉尔,…………,…………
61,サリエル/沙利叶,だけど──,可是——
62,,サリエルの言葉は夜風に乗り、\n街の片隅へと消えていく。,沙利叶的话语乘着夜风，\n消散在城市的一隅。
63,,歩き去るサリエルの背中を、\nアズラエルは静かに見送るのだった。,亚兹拉尔静静目送着\n沙利叶渐行渐远的背影。
info,,,scene_evt221229_cp4_q4_s10
译者,,,机翻已校对
