id,name,text,trans
0-chapter_name,,第5話 因習のカタチ,第5话 陋习的形态
0-synopsis,,姬塔達が森へ向かうと、蚊人間に襲われたラスティナが沼に突き刺さっていた。ラスティナが運動後に襲われたことから、一行は「辛いものを食べるべからず」「運動は控えるべし」といった村のしきたりが、汗を避けるためのものだったと気づく。さらに「黒い服は着るべからず」という掟の通り、黒い服を着ていたオシリスが蚊人間に襲撃されるのだった。,姬塔等人前往森林时，发现被蚊人袭击的拉丝缇娜倒插在沼泽里。由于拉丝缇娜是在运动后遭到袭击，一行人意识到村中的规矩——「不可吃辣食」「应避免运动」等，都是为了避开汗水。此外，正如「不可穿黑衣」的规矩所言，穿着黑衣的奥西里斯也遭到了蚊人的袭击。
1,,叫び声の聞こえた方へ\n姬塔達が急いで走ると──,姬塔等人朝着惨叫声的方向\n急忙跑去──
4,ルリア/露莉亚,<span class='scene-font-4'>はわっ！？</span>\nあの、沼に突き刺さってるのは……\nも、もしかして……！,<span class='scene-font-4'>哇啊！？</span>\n那个，倒插在沼泽里的是……\n难、难道是……！
5,サンチラ/桑琪拉,な、なんということ……！\nなんてあられもない姿で……,这，这成何体统……！\n如此不成体统的姿态……
9,ラスティナ/拉丝缇娜,（今の声は姬塔達……！\n良かった、助けに来てくれたのか……）,（刚才的声音是姬塔他们……！\n太好了，是来救我的吗……）
10,ラスティナ/拉丝缇娜,（だ、だが、こんな無様な姿を\n姬塔に見られるとは……！）,（但、但是，这副狼狈的样子\n被姬塔看到……！）
11,ビィ/碧,おい、なにやってんだ！？\nパンツが丸見えだぞ！,喂，你在干什么！？\n内裤都完全走光了哦！
12,ラスティナ/拉丝缇娜,×△！,×△！
13,ビィ/碧,ラスティナのことだから、\nたぶん「殺せ！」とかって\n言ってんだろうな……,毕竟是拉丝缇娜，\n大概是在说「杀了我！」之类的吧……
14,サンチラ/桑琪拉,いけません！\nラスティナ様！　今お助けしますから、\nお気を強く持ってくださいまし！,不可以！\n拉丝缇娜大人！我们现在就救您出来，\n请振作一点！
20,ラスティナ/拉丝缇娜,ありがとう、皆……,谢谢，大家……
21,,ラスティナを助け出した\n姬塔達は村へ戻り、\n体の泥を落としていた。,救出拉丝缇娜后，\n姬塔等人返回村子，\n洗掉身上的泥巴。
22,ビィ/碧,で、ラスティナはなんで\nあんなとこで逆さまになってたんだよ。\nあれ楽しいのか？,话说，拉丝缇娜你为什么会\n倒栽葱在那个地方啊。\n那样很好玩吗？
23,ラスティナ/拉丝缇娜,<span class='scene-font-4'>蚊人間にやられたのだ……！</span>\n出会った時は蚊に刺されていて、\nやはり私の槍はすり抜けてしまい……,<span class='scene-font-4'>是被蚊人袭击了……！</span>\n可惜遇见时我已经被蚊子叮咬了，\n我的长枪还是穿过去了……
24,サクナ,ラスティナさん、\n申し訳ありません。\n私を庇ったばかりに……,拉丝缇娜小姐，\n非常抱歉。\n都是为了保护我……
25,ラスティナ/拉丝缇娜,いや、それは違うぞ。\n奴らは一心に私を狙ってきていた。\nなぜだかはわからないが……,不，那不一样。\n那些家伙是专门冲着我来攻击的。\n虽然不知道为什么……
27,サンチラ/桑琪拉,汗のにおい──でしょうか。,会不会是──汗味。
28,ラスティナ/拉丝缇娜,……ッ！？,……呃！？
29,,ラスティナは慌てた様子で\n身体のあちこちに\n自分の鼻を押し当て始めた。,拉丝缇娜慌张地\n把鼻子凑到身体各处\n闻了起来。
30,ラスティナ/拉丝缇娜,く、くさい？\n私は臭うのかッ！？,臭、臭吗？\n我身上有味道吗！？
31,ラスティナ/拉丝缇娜,申し訳ない……\n体臭で生き恥をさらすとは……\nいっそ斬ってくれ！,对不起……\n竟然在体臭中耻辱地活着……\n干脆杀了我吧！
32,サンチラ/桑琪拉,ち、ちがいます！\n私は蚊人間の話をしてまして……！,不、不对！\n我是在说蚊人的事情……！
33,ビィ/碧,汗がどうしたって？,汗怎么了吗？
34,サンチラ/桑琪拉,先程、サクナ様が仰ったしきたりです。,刚才，佐久奈小姐提到的规矩。
35,サンチラ/桑琪拉,<span class='scene-font-italic scene-font-blue'>「辛いものを食べるべからず」</span>\n<span class='scene-font-italic scene-font-blue'>「暑い日は外に出るべからず」</span>\n<span class='scene-font-italic scene-font-blue'>「運動は控えるべし」</span>など……,<span class='scene-font-italic scene-font-blue'>「不可吃辣食」</span>\n<span class='scene-font-italic scene-font-blue'>「炎热日子不可外出」</span>\n<span class='scene-font-italic scene-font-blue'>「应避免运动」</span>等等……
36,サンチラ/桑琪拉,どれも、汗をかかないために\n言われていると思えませんか？,这些，是不是都是为了\n不出汗而说的呢？
37,ラスティナ/拉丝缇娜,確かに……\nあの時、私はサクナより動いて\n汗をかいていたな……,确实……\n那时候，我比佐久奈活动更久\n出了汗呢……
38,ビィ/碧,でもそれじゃどうして\nそのことをはっきり書かねぇんだよ。\n「汗をかいたら狙われる」って。,但既然如此，为什么\n不把这件事明确写出来啊。\n比如「出汗水就会遭到袭击」之类的。
39,アートマン/阿特曼,書いてあったのかもしれない。\nしかし、そうした直接的なものは\n誰かの手によって消されたか……,可能原本是写着的。\n但是，这种直接的内容\n可能被某人抹消了……
40,サンチラ/桑琪拉,サクナ様、村のしきたりの中に\nまくなぎ様を避ける方法が\n他にもあるのではないでしょうか？,佐久奈小姐，村子的规矩里\n有没有其他\n避开蠛蠓大人的方法呢？
41,サクナ,まくなぎ様を避ける方法……,避开蠛蠓大人的方法……
42,サクナ,──あ。,──啊。
43,,思い出そうと\n周囲を見回していたサクナの視線が\nある人物の前で止まる。,正回忆着环顾四周的佐久奈的视线，\n停在了某个人身上。
