id,name,text,trans
0-chapter_name,,第103章　最後の鍵,第103章　最后的钥匙
0-synopsis,,<span class='scene-font-place'>ライヒェ島</span>の王宮にて、黄金の騎士はドランク、スツルム、オーキスから緋色の騎士について信じがたい調査結果の報告を受けていた。緋色の騎士に加えギルベルトの行動にも不可解な点がある上、それらを見逃す真王陛下の意図もわからず、黄金の騎士は不安を隠しきれない。そんな中、レジスタンスの中にイデルバの者の姿を見たとの報告が入り、黄金の騎士は前線へと向うのだった。,在莱耶岛的王宫之中，金骑士从德朗克、斯特姆和欧姬丝那里，听到了和绯骑士相关的、令人难以置信的调查报告。除了绯骑士之外，吉尔伯特的行动也有令人无法理解的地方，而真王陛下对此睁一只眼闭一只眼的原因也尚不明确，这令金骑士陷入了不安之中。与此同时，士兵们发来报告说看到反抗军中混入了伊德尔瓦的人，于是金骑士立刻向前线进发。
1,,<span class='scene-font-katari'>レム王国は</span><span class='scene-font-place'>ライヒェ島</span><span class='scene-font-katari'>の</span><br><span class='scene-font-katari'>王宮の一室で、黄金の騎士アリアは</span><br><span class='scene-font-katari'>不安そうに城下を眺めていた。</span>,在隶属于雷姆王国的莱耶岛上，金骑士正在王宫中的某个房间中，不安地看着城下。
2,黄金の騎士/金骑士,…………,…………
4,ドランク/德朗克,……街の様子が気になるのかな？<br>何か時期や報告を待ってたりとか？,……你很在意城市的状况吗？是在等什待么时机或者报告之类的吗？
6,黄金の騎士/金骑士,要点の守りは、<br>アニシダ達に任せてあります。<br>彼女達の能力に不安はありません。,我已经把守卫要地的任务交给了阿尼希妲她们。对于她们的能力，我没有任何不放心的地方。
7,黄金の騎士/金骑士,しかし……<br>必要以上のことを知ろうとするのは、<br>あまり褒められたものではないな。,只是……老是问一些与自己的任务无关的问题，可不怎么值得称赞啊。
8,黄金の騎士/金骑士,それとも、その無闇な好奇心が、<br>貴方達の調査能力の源なのか？,还是说，这种盲目的好奇心，就是你们调查能力的源泉吗？
9,,<span class='scene-font-katari'>そう告げると、黄金の騎士は、</span><br><span class='scene-font-katari'>ドランク、スツルム、</span><br><span class='scene-font-katari'>オーキスを見やる。</span>,金骑士说着，看了看德朗克，斯特姆和欧姬丝。
10,黄金の騎士/金骑士,バラゴナの件について、<br>あの調査結果は真実なのですね？,关于巴拉格纳的事，那个调查结果是真的吗？
