id,name,text,trans
0-chapter_name,,虹になる,化作彩虹
0-synopsis,,バロワが街を発つ日、バロワはサリエルに舞台のチケットを贈る。その公演はサザクの街で行われる、ミカエルが主演でファルシュが脚本と演出を務めるものだった。舞台を見届けた後、居ても立っても居られず、もぐら座が初めて出会った裏路地に向かうサリエル。そこにミカエル・ファルシュ・アズラエルも現れるのだった。,巴洛瓦离开这座城市的那天，他将一张舞台剧票赠予了沙利叶。那是在萨扎克市上演的、由米迦勒主演、法尔什担任编剧与导演的演出。看完舞台剧后，沙利叶坐立不安，朝着鼹鼠剧团初次相遇的那条小巷走去。在那里，米迦勒、法尔什和亚兹拉尔也相继出现了。
1,,時計台のある街で、\nサリエルはバロワと共に\n探偵業を続けていた。,在那座有钟楼的城市中，\n沙利叶与巴洛瓦一同\n继续从事着侦探工作。
2,,しかし、バロワが街を発つ日が来て、\nその日々は終わりを迎える。,然而，巴洛瓦离开这座城市的日子到来，\n这样的生活也迎来了终结。
3,サリエル/沙利叶,平和な街だったね。\n練習した「ハンニンハオマエダ」を、\n使う機会なかった。,真是一座和平的城市啊，\n我一直在练习那句「犯人就是你」\n都没机会用上。
4,バロワ/巴洛瓦,<span class='scene-font-4'>はっはっは！</span>\n事件などないに越した事はない！,<span class='scene-font-4'>哈哈哈！</span>\n没有事件自然是再好不过了！
5,バロワ/巴洛瓦,だがサリエル君……\n君の「自分探し」探しを、\n解決できなかったのが心残りだ。,不过沙利叶君……\n没能帮你解决寻找「寻找自我」\n是我唯一的遗憾。
6,サリエル/沙利叶,あ……\nそういえば……,啊……\n说起来……
7,バロワ/巴洛瓦,おいおい、忘れていたのか！？,喂喂，你该不会忘了吧！？
8,サリエル/沙利叶,探偵に夢中だった。,我太沉迷于侦探工作了。
9,バロワ/巴洛瓦,まあ、無理もないか！\n愉快な日々だったからな！,算了，也难怪！\n毕竟那是一段愉快的时光啊！
10,,バロワは快活に笑うと、\n１枚の紙片を取り出して、\nサリエルに差し出す。,巴洛瓦爽朗地笑了笑，\n然后取出一张纸片\n递给沙利叶。
11,バロワ/巴洛瓦,俺からの餞別だ。\n受け取ってくれたまえ。,这是我给你的饯别礼。\n收下吧。
12,サリエル/沙利叶,これは……？,这是……？
13,バロワ/巴洛瓦,とある舞台のチケットだ。\n君は券など不要かもしれんが。,一场舞台剧的票。\n虽然你或许并不需要门票。
14,バロワ/巴洛瓦,とにかく、行ってこい！\nサリエル君が観るべき公演だと思う。,总之，去吧！\n我认为这是沙利叶君你该去看的演出。
15,バロワ/巴洛瓦,では、またどこかで会おう！,那么，后会有期！
16,サリエル/沙利叶,うん、またね。,嗯，回头见。
22,,バロワと別れたサリエルは、\nその足でチケットに記された劇場へと\n向かい始める。,与巴洛瓦分别后，\n沙利叶直接朝着票上记载的剧场\n迈开了脚步。
28,,そして辿り着いたのは、\n四大天司が生活を営み、\nもぐら座の活動拠点だった地──,他抵达的地方是——\n四大天司生活于此、\n鼹鼠剧团也曾在此活动的那座城市——
29,サリエル/沙利叶,サザクの街……\n久しぶりに来た。,萨扎克市……\n好久没来了。
30,サリエル/沙利叶,えっと……\nサザク劇場の大ホールは……,嗯……\n萨扎克剧场的主厅在……
35,ビィ/碧,おう、サリエルじゃねぇか！,哟，这不是沙利叶吗！
36,サリエル/沙利叶,姬塔達……？\nどうして……？,姬塔你们……？\n怎么会……？
37,ルリア/露莉亚,例の公演を観に来たんです！\nサリエルさんもそうですよね？,我们是来看那场演出的！\n沙利叶也是吧？
38,ビィ/碧,なんたって、\nミカエルの主演舞台だもんな！,毕竟，那可是米迦勒主演的舞台剧啊！
39,ビィ/碧,サザク演劇学校が主催で、\n演者はほとんど学生なのに、\n随分と話題になってるみたいだぜ。,说是由萨扎克戏剧学校主办的，\n演员几乎都是学生，\n但听说引起了不小的轰动呢。
40,サリエル/沙利叶,…………あ。,…………啊。
45,ミカエル/米迦勒,……今度、演劇学校主催の舞台で、\n主演を務める運びになった。,……最近，我将在戏剧学校主办的\n舞台剧上担任主演。
46,サリエル/沙利叶,別のバサーニを……？\nそれはおめでとう。,又有巴萨尼要饰演……？\n那真是恭喜你了。
47,ミカエル/米迦勒,貴様にはそれを伝えに来たのだ。\nもちろん席も空けておく。,我来就是为了告诉你这件事。\n当然，我也会留出一个空位。
48,サリエル/沙利叶,伝えてくれてありがとう。\nでも席は埋まってる方がいいよ。,谢谢你告诉我。\n不过座位还是坐满比较好。
49,ミカエル/米迦勒,いや……\nサリエルの分の席、\nという意味なのだが……,不……\n我的意思是，\n专门为沙利叶你留一个座位……
54,サリエル/沙利叶,ミカが言ってたのは、\nこの公演の事だったんだ……,米迦那时候说的，\n就是这场演出啊……
55,ルリア/露莉亚,最近話題の謎の脚本家さんが、\n演出を担当してるみたいですよ！,听说最近那位成为话题的神秘编剧\n也担任了这次演出的导演呢！
56,ビィ/碧,ああ、なんだっけ？\n名作を独自の視点で解釈して、\n再構成してるとかなんとか……,啊，叫什么来着？\n好像是说用独特的视角解读名作，\n然后重构什么的……
57,サリエル/沙利叶,…………,…………
62,ファルシュ,実は……\n脚本から仕事が広がって、\n舞台の演出を頼まれてね。,其实……\n我的工作从写剧本扩大了范围，\n有人请我来担任舞台演出的导演。
63,ファルシュ,大事な人の大事な舞台なんだ。\nオレなりに頑張ろうと思って、\n引き受けたんだけどさ……,那是我所珍重之人的、很重要的舞台。\n我想着要尽自己所能努力一把，\n就接下了这份工作……
68,サリエル/沙利叶,（ファルシュとミカが、\n一緒に創った舞台……）,（法尔什和米迦\n一同创作的舞台……）
79,ミカエル/米迦勒,生きるべきか死ぬべきか、\n私にはそれが最大の問題だ。,生存还是死亡，\n对我来说是最大的问题。
80,ミカエル/米迦勒,生き続ける苦しみ……\n腹が減ってさもしく、劣等感に満ちて、\n眠れぬ夜は喉を掻きむしりたくなる。,痛苦地苟活……\n充满如饥饿感般的自卑，\n在无眠的黑夜只想抓挠喉咙。
81,ミカエル/米迦勒,だが死という未知の苦しみ……\nこれに飛び込む覚悟もまた、\n私は持ち合わせていないのだ。,然而，面对死亡这一未知的痛苦……\n我也同样没有\n投身其中的觉悟。
82,ミカエル/米迦勒,<span class='scene-font-4'>ああ、馬鹿馬鹿しい！</span>\nどうせ生き続けるのだから、\n悩みなど道端の鳩に食わせればいい！,<span class='scene-font-4'>啊啊，真是可笑！</span>\n既然要继续存活，\n不如把烦恼都让路边的鸽子吃掉！
83,ミカエル/米迦勒,我々の日々は悲劇……\nされど今宵は騒々しい喜劇──,我们的日常是悲剧……\n但今夜却是喧闹的喜剧——
86,,よくわからなかった。,我其实没太看懂。
89,,そう……\n『ベナスの探偵』のアントだって、\n演じても僕にはわからなかった。,是的……\n即便是『威尼斯侦探』的安东，\n我演过之后也还是没能理解。
92,,それでも……\n舞台上のミカを観ていると──,即便如此……\n看着舞台上的米迦——
100,ビィ/碧,いやあ、すげえ舞台だったな！\nみんな立ち上がって拍手してるぜ！,哎呀，真是场精彩的演出！\n全场都站起来鼓掌了！
101,ルリア/露莉亚,控室に挨拶しに行きませんか？\nミカエルさんに感想を伝えたいです！,要不要去后台打个招呼？\n我想向米迦勒小姐传达观后感！
102,ビィ/碧,そうだな！\nサリエルも誘おうぜ！,说的是！\n也喊上沙利叶吧！
103,ルリア/露莉亚,あれ……？\nサリエルさん、\nもう出ちゃったみたいですね。,咦……？\n沙利叶好像已经走了呢。
109,サリエル/沙利叶,ハァ、ハァ……,哈啊、哈啊……
