id,name,text,trans
0-chapter_name,,探し物はなんですか,你在寻找什么
0-synopsis,,ピズマと別れた後、自分探しの旅に出たサリエルは、時計台のある街を訪れていた。しかし「『自分探し』って、何を探せばいいんだろう？」と行き詰まってしまう。そこへ、かつてサリエルと共に劇団もぐら座で活動したファルシュが現れる。ふたりは酒場で「自分探し」探しについて考えるも、答えは見つからない。そんな時、ふたりの前に名探偵バロワが登場するのだった。,与皮兹玛分别后，踏上自我探寻之旅的沙利叶来到了一座有着钟楼的城镇。然而，他却陷入了「『寻找自我』究竟该寻找什么」的迷茫之中。就在这时，曾与沙利叶一同在鼹鼠剧团活动过的法尔什出现了。两人在酒馆里思考着「寻找自我」，却始终找不到答案。就在这时，名侦探巴洛瓦出现在了两人面前。
1,,刑死の堕天司・サリエル──\n彼はかつて上官のベリアルに裏切られ、\nそして同時に救われた。,刑死的堕天司·沙利叶——\n他曾经被上司贝利尔背叛，\n但同时也因此获救。
2,サリエル/沙利叶,知りたいんだ。,我想要知道。
3,サリエル/沙利叶,僕はなぜ生かされたのか。\n僕はどうして生きるのか。,为何我被允许存活。\n我究竟是为何而活。
4,,次元の狭間である『虹』の彼方に\n消えたベリアルを追って、\nサリエルはひとりで旅に出た。,为了追寻消失在次元缝隙『彩虹』的贝利尔，\n沙利叶独自踏上了旅程。
9,,様々な出会いと別れの中、\n不壊の堕天司・ピズマと再会して、\n旅を共にする仲間ができる。,在形形色色的相遇与离别中，\n他与不坏的堕天司·皮兹玛重逢，\n结为旅伴。
10,,しかし、ピズマは同朋を裏切った\nベリアル達への復讐に執心して、\n危険な力に呑まれてしまう。,然而，皮兹玛因执著于向背叛了同胞的\n贝利尔等人复仇，\n而被危险的力量所吞噬。
11,サリエル/沙利叶,僕はまだわからない……\nどうして僕は生きるのか。,我依然不明白……\n我究竟是为何而活。
12,サリエル/沙利叶,それでも……\n「生きてるんだな」と、\n思えるようになった。,不过即便如此……\n我也开始能够感受到\n「我活着」这件事了。
13,サリエル/沙利叶,ピズマのおかげだ。,多亏了皮兹玛。
14,,ピズマを救出した後、\nサリエルは不可思議な空間で、\nベリアルと再会を果たす。,救出皮兹玛后，\n沙利叶在一个不可思议的空间中\n与贝利尔重逢。
20,サリエル/沙利叶,結局、虹は見つからなかった。,结果我还是没有找到彩虹。
21,ベリアル/贝利尔,もう見つけなくていい。,已经不用再找了。
22,サリエル/沙利叶,いいの……？\n見つけないと補佐官は……,可以吗……？\n如果找不到彩虹的话，辅佐官你……
23,ベリアル/贝利尔,そんな顔するなよ。\n『虹』の代わりに、\n今度は『自分』でも探せばいいさ。,别露出那种表情啊。\n既然找不到『彩虹』，\n那这次就去寻找『自我』好了。
24,ベリアル/贝利尔,空の民の人生は、\nそんなものらしいぜ？,空之民的人生，\n似乎就是这样的过程哦？
25,,こうして、『虹』を探す旅は終わり、\nサリエルはピズマと別れると、\n新たな旅に出るのだった。,就这样，寻找『彩虹』的旅程结束了，\n沙利叶与皮兹玛分别后，\n踏上了新的旅途。
31,,よく晴れたある日、\nとある街を訪れたサリエルは、\n見覚えのある光景に立ち止まる。,在一个晴朗的日子里，\n沙利叶造访了某座城市，\n因眼前似曾相识的景象而停下了脚步。
32,サリエル/沙利叶,ん……？\nこの時計台って……,嗯……？\n这座钟楼……
33,少年,あ、虹の兄ちゃんだ！,啊，是找彩虹的大哥哥！
34,サリエル/沙利叶,……？\nえっと、君は……？,……？\n那个，你是……？
35,少年,兄ちゃんが覚えてなくても、\n僕たちは忘れないよ！,就算大哥哥不记得了，\n我们也绝不会忘记的！
36,少年,虹を探してるとか言ってさ、\nふたりで時計台の前に陣取って、\nいきなり野宿し始めるんだもん！,那时你们说什么要找彩虹，\n两个人就突然在钟楼前面\n开始露宿了嘛！
37,サリエル/沙利叶,ああ、やっぱりこの街は、\nピズマと旅していた時に来た……\nその節はどうも。,啊，果然这座城市是\n我和皮兹玛旅行时来过的……\n那时候承蒙照顾了。
38,少年,どうして戻ってきたの？\n『虹』じゃなくて『二時』だったって、\nわかったんでしょ？,为什么要回来呢？\n你已经知道不是『彩虹』而是『二时』了吧？
39,サリエル/沙利叶,もう虹は探してないよ。\n今は『自分』を探してるんだ。,我已经不找彩虹了。\n现在我在寻找『自我』。
40,少年,自分を……？,自我……？
41,少年,<span class='scene-font-4'>あははははっ！</span>\n兄ちゃんまたヘンなこと言ってる～！,<span class='scene-font-4'>啊哈哈哈！</span>\n大哥哥又在说奇怪的话了——！
42,少年,探さなくたって、\n兄ちゃんはここにいるじゃん！,根本不用去找，\n大哥哥你不就在这里吗！
43,サリエル/沙利叶,…………ッ！？,…………！？
44,サリエル/沙利叶,そうか……\n確かに僕はここにいる……,是啊……\n我确实就在这里……
45,サリエル/沙利叶,じゃあ、僕は一体、\n何を見つければいいんだろう……？,那我究竟，\n该去寻找什么呢……？
53,サリエル/沙利叶,あの……\n探してるものがあるんだ。,那个……\n我正在找东西。
54,役場の職員,落とし物ですか？\nどういったものでしょう？,是遗失物品吗？\n请问是什么样的东西呢？
55,サリエル/沙利叶,うん……\n「自分探し」を探してて。,嗯……\n我在寻找「寻找自我」。
59,役場の職員,…………はい？,…………什么？
65,サリエル/沙利叶,「自分探し」って、\n何を探せばいいんだろう？,「寻找自我」\n到底该去找什么呢？
66,駄菓子屋の店員,さ、さあ……？\n飴玉ではないと思いますが……,不、不知道呢……？\n我觉得应该不是糖果吧……
72,サリエル/沙利叶,君は知ってる？,你知道吗？
73,ネコ,にゃ～お♪,喵～呜♪
74,サリエル/沙利叶,そうか……,是吗……
80,,サリエルは途方に暮れて、\n公園のベンチに座り込む。,沙利叶不知所措，\n在公园的长椅上坐了下来。
81,サリエル/沙利叶,どうしよう……\n『虹』より難しいかも──,怎么办……\n这或许比寻找『彩虹』更难——
84,？？？,「生きるべきか、死ぬべきか。\n私にはそれが最大の問題だ」,「生存还是死亡。\n这对我来说是最大的问题」
85,サリエル/沙利叶,…………！,…………！
88,ファルシュ,やあ、サリオ君！\n久しぶりだねぇ！,呀，沙利欧君！\n好久不见啊！
94,ファルシュ,ぷはぁ～～～！！,噗哈～～～！！
95,ファルシュ,飲むしかないよこんな日はぁ！,这种日子就该喝酒啊！
96,サリエル/沙利叶,こんな日……？\nファルシュはいつでもお酒を飲んでる。,这种日子……？\n法尔什明明总是在喝酒啊。
102,,ファルシュ──\nサリエル、ミカエル、アズラエルと共に\n劇団もぐら座で活動した一員である。,法尔什——\n曾与沙利叶、米迦勒、亚兹拉尔一同\n在鼹鼠剧团活动过的成员之一。
103,,元天才子役の36歳だが、\n現在は正体を隠して\n脚本家として活動している。,虽然曾是天才童星，\n如今36岁的他正隐藏身份\n以编剧的身份活跃着。
109,ファルシュ,でも本当に飲むしかないよ。\nサリオ君と偶然再会できるなんて！,可这下真的只能喝酒了啊。\n居然能和沙利欧君偶然重逢！
110,ファルシュ,しかも……！\nちょうどオレと同じ悩みを\n抱えている様子じゃないか！,而且……！\n你看上去正好和我在为\n同样的烦恼所困！
111,サリエル/沙利叶,じゃあ、ファルシュも\n「自分探し」探しを……？,那么，法尔什也在\n寻找「寻找自我」……？
112,ファルシュ,実は……\n脚本から仕事が広がって、\n舞台の演出を頼まれてね。,其实……\n我的工作从写剧本扩大了范围，\n有人请我来担任舞台演出的导演。
113,サリエル/沙利叶,ん……？\nそもそも脚本を書いてたの？,嗯……？\n原来你之前是在写剧本吗？
114,ファルシュ,<span class='scene-font-4'>な、なんだってぇ！？</span>\nオレが脚本を書いてるなんて、\n誰から聞いたの！？,<span class='scene-font-4'>什、什么——！？</span>\n我在写剧本这件事，\n你是从谁那里听说的！？
115,サリエル/沙利叶,えっと……\n今、自分で言ってたよ。,那个……\n刚才你自己说的啊。
116,ファルシュ,<span class='scene-font-4'>あちゃ～～～！</span>\n誰にも言ってなかったのにぃ～！,<span class='scene-font-4'>哎呀——！</span>\n我明明还没跟任何人说过啊——！
